category,company,funds_against,funds_else,funds_for,id,link,outcome,proposal,year
env,The DOW Chemical,[],"[391, 404, 395, 333, 317, 97, 31, 31, 36, 45, 47]",[323],123,http://www.sec.gov/Archives/edgar/data/29915/000119312510072466/ddef14a.htm,9.78,Stockholder proposal on environmental remediation in the midland area.,2010
env,The Goldman Sachs Group,[323],"[18, 391, 404, 395, 232, 333, 317, 293, 314, 95, 97, 36, 45, 47, 41, 330, 325, 327]",[],124,,-,Shareholder proposal regarding a report on global warming science,2010
env,The Kroger,[],"[391, 404, 395, 333, 97, 26, 26, 36, 45, 46, 59]",[323],125,http://www.sec.gov/Archives/edgar/data/56873/000120677410001281/kroger_def14a.htm,40.72,report on climate change.,2010
env,The Ryland Group,[],"[36, 37, 52, 54, 63]",[],126,,-,Adopt Quantitative GHG (Greenhouse Gas) (Greenhouse Gas) (Greenhouse Gas) Goals for Products and Operations,2010
env,The Southern,[],"[97, 33, 160, 33, 36, 45, 47]",[323],127,http://www.sec.gov/Archives/edgar/data/92122/000009212210000028/sodef14a2010.htm,-,Adopt Quantitative GHG (Greenhouse Gas) (Greenhouse Gas) (Greenhouse Gas) Goals for Products and Operations,2010
env,The Southern,[],"[97, 33, 160, 33, 36, 45, 47]",[323],128,http://www.sec.gov/Archives/edgar/data/92122/000009212210000028/sodef14a2010.htm,21.02,Report on Coal Combustion Waste Hazard and Risk Mitigation Efforts,2010
env,The Williams Companies,[],"[97, 27, 160, 27, 36, 45, 47, 327]",[323],129,http://www.sec.gov/Archives/edgar/data/107263/000095012310033162/c56785ddef14a.htm,34.33,Report on Environmental Impacts of Natural Gas Fracturing,2010
env,The Williams Companies,[],"[391, 395, 232, 333, 317, 314]",[],130,http://www.sec.gov/Archives/edgar/data/107263/000095012310033162/c56785ddef14a.htm,34.33,Stockholder proposal requesting a report regarding the environmental impact of certain fracturing operations of the company.,2010
env,Toll Brothers,[340],"[36, 45, 47, 48, 50, 54, 63]",[],131,,-,Adopt Quantitative GHG (Greenhouse Gas) (Greenhouse Gas) (Greenhouse Gas) Goals for Products and Operations,2010
env,Tyson Foods,"[274, 344, 97, 26, 26, 36, 45, 47]",[],[],132,http://www.sec.gov/Archives/edgar/data/100493/000119312509257547/ddef14a.htm,0.87,Phase Out Antibiotics in Animal Feed,2010
env,Tyson Foods,"[274, 344, 97, 26, 26, 36, 45, 47]",[],[],133,http://www.sec.gov/Archives/edgar/data/100493/000119312509257547/ddef14a.htm,8.42,Report on Reducing Environmental Impacts,2010
env,Tyson Foods,"[274, 344, 97, 26, 26, 36, 45, 47]",[],[],134,http://www.sec.gov/Archives/edgar/data/100493/000119312509257547/ddef14a.htm,10.01,Report on Water Pollution Prevention Measures,2010
env,Ultra Petroleum,"[336, 347, 343, 344, 36, 45, 46, 57]",[],"[118, 113]",135,,-,Provide a Report Summarizing the Environmental Impact of Hydraulic Fracturing and Potential Policies that will Outline the Reduction or Elimination of Hazards to the Environment,2010
env,Valero Energy,"[284, 269, 274, 222, 331, 312]","[391, 395, 333, 293, 95, 97, 27, 27, 36, 45, 47, 57]","[113, 323]",136,http://www.sec.gov/Archives/edgar/data/1035002/000095012310026279/d71329def14a.htm,6.56,"Vote on a stockholder proposal entitled, impact of valero's operations on rainforest sustainability.",2010
env,Viterra,"[284, 125, 269, 222, 331, 413, 170, 175]",[],[],137,,-,Submit a Sustainability Report by September 2010,2010
env,Wal-Mart Stores,"[284, 268, 273, 273, 269, 278, 267, 274, 267, 222, 316, 99, 331, 394, 16, 341, 276, 350, 275, 344, 348]","[97, 26, 26, 36, 45, 46, 38, 59, 330, 325, 327]",[],138,http://www.sec.gov/Archives/edgar/data/104169/000119312510086323/ddef14a.htm,-,Report on Process for Identifying and Prioritizing Public Policy Activities,2010
env,Wal-Mart Stores,"[284, 268, 273, 273, 269, 278, 267, 274, 267, 222, 316, 99, 331, 394, 16, 341, 276, 350, 275, 344, 348]","[97, 26, 26, 36, 45, 46, 38, 59, 330, 325, 327]",[],139,http://www.sec.gov/Archives/edgar/data/104169/000119312510086323/ddef14a.htm,-,Require Suppliers to Adopt CAK (Controlled Atmosphere Killing) (Controlled Atmosphere Killing) (Controlled Atmosphere Killing),2010
env,Wendy's/Arby's Group,[],"[36, 45, 46, 48, 49, 49]",[],140,,-,Purchase Poultry from Suppliers Using CAK (Controlled Atmosphere Killing) (Controlled Atmosphere Killing) (Controlled Atmosphere Killing),2010
env,Weyerhaeuser,"[274, 224, 226, 316, 345, 344]","[97, 31, 31, 36, 45, 47, 323]","[118, 113]",141,,-,Report on Incorporating FSC-certified Products into Company's North American Strategy,2010
env,Williams Companies .,"[268, 273, 279, 277, 274, 267, 99, 312, 275, 344, 392]",[],[118],142,,-,Report on Environmental Impacts of Natural Gas Fracturing,2010
env,Alpha Natural Resources,"[345, 223, 403, 264, 343, 344, 343]","[404, 272, 404, 395, 390, 293, 36, 45, 67]",[],143,,-,Report on Efforts to Reduce Pollution From Products and Operations,2011
env,Amazon.com,"[341, 344, 282, 269, 270, 274, 394, 13, 13, 10, 307, 14, 303, 305, 303]","[404, 391, 404, 395, 333, 422, 309, 397, 293, 36, 45, 46, 43, 11, 308, 97, 327]",[323],144,http://www.sec.gov/Archives/edgar/data/1018724/000119312511110211/ddef14a.htm,17.76,Report on Climate Change,2011
env,Ameren,"[268, 273, 274, 267, 99, 344]","[391, 395, 333, 317, 390]","[97, 323, 36, 45, 47, 160, 11, 308]",145,,-,Report on Coal Combustion Waste Hazard and Risk Mitigation Efforts,2011
env,Berkshire Hathaway,"[268, 273, 269, 277, 274, 267, 99, 350, 275, 344]","[404, 391, 391, 404, 395, 395, 333, 309, 314, 95, 97, 327, 325, 36, 45, 47, 11, 308]",[323],146,http://www.sec.gov/Archives/edgar/data/1067983/000119312511062515/ddef14a.htm,9.43,4 Adopt Quantitative GHG (Greenhouse Gas) (Greenhouse Gas) (Greenhouse Gas) Goals for Products and Operations,2011
env,Biglari Holdings,[],"[326, 36, 37, 37]",[],147,,-,Purchase Poultry from Suppliers Using CAK (Controlled Atmosphere Killing) (Controlled Atmosphere Killing) (Controlled Atmosphere Killing),2011
env,Boston Properties,"[269, 274]","[404, 391, 404, 333, 397, 97, 321, 36, 45, 46, 47, 39, 172, 11, 308]","[304, 303]",148,,-,Prepare Sustainability Report,2011
env,C. R. Bard,"[349, 274, 340]","[404, 391, 404, 395, 333, 397, 97, 36, 45, 46, 65, 11, 308]",[],149,,-,5 Prepare Sustainability Report,2011
env,Carrizo Oil & GAS,"[312, 343, 344]","[6, 395, 288, 293]",[57],150,,-,Report on Environmental Impacts of Natural Gas Fracturing,2011
env,Chevron,"[279, 268, 273, 281, 269, 277, 284, 274, 267, 222, 224, 316, 99, 331, 226, 312, 275, 344, 404, 18, 391, 296, 404, 395, 232, 333, 17, 317, 314, 95, 97, 327, 325, 36, 45, 47, 38, 44, 57, 185, 13, 11, 15, 14, 306, 305, 13, 308, 303, 303]",[],[323],151,http://www.sec.gov/Archives/edgar/data/93410/000119312511097814/ddef14a.htm,24.8,17 Request Director Nominee with Environmental Qualifications,2011
env,Chevron,"[279, 268, 273, 281, 269, 277, 284, 274, 267, 222, 224, 316, 99, 331, 226, 312, 275, 344, 13, 15, 14, 306, 305, 13, 303, 303]","[404, 18, 391, 296, 404, 395, 232, 333, 17, 317, 314, 95, 97, 327, 325, 36, 45, 47, 38, 44, 57, 185, 11, 308]",[323],152,http://www.sec.gov/Archives/edgar/data/93410/000119312511097814/ddef14a.htm,40.5,Report on Environmental Impacts of Natural Gas Fracturing,2011
env,Chevron,"[279, 268, 273, 281, 269, 277, 284, 274, 267, 222, 224, 316, 99, 331, 226, 312, 275, 344, 97, 327, 325, 36, 45, 47, 38, 44, 57, 185, 13, 11, 15, 14, 306, 305, 13, 308, 303, 303]","[404, 18, 391, 296, 404, 395, 232, 333, 17, 317, 314, 95]",[323],153,http://www.sec.gov/Archives/edgar/data/93410/000119312511097814/ddef14a.htm,7.3,Report on Financial Risks of Climate Change,2011
env,Chevron,"[279, 268, 273, 281, 269, 277, 284, 274, 267, 222, 224, 316, 99, 331, 226, 312, 275, 344, 97, 327, 325, 36, 45, 47, 38, 44, 57, 185, 13, 11, 15, 14, 306, 305, 13, 308, 303, 303]","[404, 18, 391, 296, 404, 395, 232, 333, 17, 317, 314, 95]",[323],154,http://www.sec.gov/Archives/edgar/data/93410/000119312511097814/ddef14a.htm,8.6,Report on Offshore Oil Wells and Spill Mitigation Measures,2011
env,Chubu Electric Power . .,"[299, 157, 160, 161, 162, 174, 320]",[],[],155,,-,"Amend articles to require company to create ""roadmap"" for collaboration with industry to end reliance on nuclear power",2011
env,Chubu Electric Power . .,"[299, 320, 157, 160, 161, 162, 174]",[],[],156,,-,Amend articles to shut down hamaoka reactor to avoid earthquake disaster,2011
env,Chugoku Electric Power,"[299, 160, 162, 174]",[],[],157,,-,Approve Alternate Income Allocation to Divert All Accounting Reserves for Nuclear Waste Disposal and Plant Decommissioning to Nuclear Accident Victim Assistance,2011
env,Cisco Systems,"[268, 282, 273, 269, 283, 276, 284, 270, 274, 267, 222, 99, 331, 341, 394, 16, 351, 275, 344, 13, 13, 10, 11, 307, 15, 14, 306, 303, 305, 308, 303, 97, 327, 325, 36, 45, 46, 38, 43]","[404, 18, 391, 404, 395, 333, 309, 397, 293, 314, 95]",[323],158,http://www.sec.gov/Archives/edgar/data/858877/000119312511273856/d234955ddef14a.htm,3.08,Proposal submitted by a shareholder to amend cisco's bylaws to establish a board committee on environmental sustainability.,2011
env,CMS Energy,"[269, 277, 284, 274, 222, 345, 331, 275, 344, 392, 97, 36, 45, 47, 160, 11, 308]","[404, 391, 404, 395, 232, 333, 317, 390, 314, 95]",[],159,,-,Report on Financial Risks of Coal Reliance,2011
env,Coach,"[274, 99, 336, 347, 344, 13, 13, 303, 306, 303]","[97, 36, 45, 46, 11, 308]",[323],160,,-,Adopt Policy on Ending Use of Animal Fur in Products,2011
env,Conocophillips,"[279, 269, 277, 284, 274, 222, 316, 99, 331, 312, 344, 343, 97, 327, 325, 36, 45, 47, 38, 57, 185, 11, 13, 308, 303]","[404, 18, 391, 296, 404, 395, 232, 333, 422, 17, 317, 314, 95]",[323],161,http://www.sec.gov/Archives/edgar/data/1163165/000119312511083165/ddef14a.htm,5.25,Adopt Policy to Address Coastal Louisiana Environmental Impacts,2011
env,Conocophillips,"[279, 269, 277, 284, 274, 222, 316, 99, 331, 312, 344, 343, 13, 303]","[404, 18, 391, 296, 404, 395, 232, 333, 422, 17, 317, 314, 95, 97, 327, 325, 36, 45, 47, 38, 57, 185, 11, 308]",[323],162,http://www.sec.gov/Archives/edgar/data/1163165/000119312511083165/ddef14a.htm,22.4,Adopt Quantitative GHG (Greenhouse Gas) (Greenhouse Gas) (Greenhouse Gas) Goals for Products and Operations,2011
env,Conocophillips,"[279, 269, 277, 284, 274, 222, 316, 99, 331, 312, 344, 343, 97, 327, 325, 36, 45, 47, 38, 57, 185, 11, 13, 308, 303]","[404, 18, 391, 296, 404, 395, 232, 333, 422, 17, 317, 314, 95]",[323],163,http://www.sec.gov/Archives/edgar/data/1163165/000119312511083165/ddef14a.htm,24.04,Report on Environmental Impact of Oil Sands Operations in Canada,2011
env,Conocophillips,"[279, 269, 277, 284, 274, 222, 316, 99, 331, 312, 344, 343, 97, 327, 325, 36, 45, 47, 38, 57, 185, 11, 13, 308, 303]","[404, 18, 391, 296, 404, 395, 232, 333, 422, 17, 317, 314, 95]",[323],164,http://www.sec.gov/Archives/edgar/data/1163165/000119312511083165/ddef14a.htm,6.62,Report on Financial Risks of Climate Change,2011
env,Covance,"[295, 344, 282, 270, 394, 13, 13, 303, 306, 303]","[272, 395, 390, 293, 36, 45, 49, 50]",[],165,,-,Report on Animal Welfare Act Violations,2011
env,D.R. Horton,[],[63],[],166,,-,Adopt Quantitative GHG (Greenhouse Gas) (Greenhouse Gas) (Greenhouse Gas) Goals for Products and Operations,2011
env,D.R. Horton,[274],"[97, 36, 45, 47, 50, 11, 308]",[323],167,,-,Adopt Quantitative GHG (Greenhouse Gas) (Greenhouse Gas) (Greenhouse Gas) Goals for Products and Operations,2011
env,Dillard's,[],[59],[],168,,-,Purchase Poultry from Suppliers Using CAK (Controlled Atmosphere Killing) (Controlled Atmosphere Killing) (Controlled Atmosphere Killing),2011
env,Dominion Resources,"[279, 281, 269, 274, 224, 316, 226, 392, 97, 36, 45, 46, 47, 160, 13, 11, 15, 14, 306, 305, 13, 308, 303, 303]","[404, 18, 391, 404, 395, 333, 17, 397, 317]",[323],169,,-,16 Report on Coal Use from Mountaintop Removal Mining,2011
env,Dominion Resources,"[279, 281, 269, 274, 224, 316, 226, 392, 97, 36, 45, 46, 47, 160, 13, 11, 15, 14, 306, 305, 13, 308, 303, 303]","[404, 18, 391, 404, 395, 333, 17, 397, 317]",[323],170,,-,Adopt Renewable Energy Production Goal,2011
env,Dominion Resources,"[279, 281, 269, 274, 224, 316, 226, 392, 97, 36, 45, 46, 47, 160, 13, 11, 15, 14, 306, 305, 13, 308, 303, 303]","[404, 18, 391, 404, 395, 333, 17, 397, 317]",[323],171,,-,Invest in Renewable Energy and Stop Construction of Nuclear Reactor,2011
env,Dominion Resources,"[279, 281, 269, 274, 224, 316, 226, 392, 97, 36, 45, 46, 47, 160, 13, 11, 15, 14, 306, 305, 13, 308, 303, 303]","[404, 18, 391, 404, 395, 333, 17, 397, 317]",[323],172,,-,Report on Financial Risks of Coal Reliance,2011
env,Duke Energy,"[279, 274, 224, 316, 392, 97, 327, 36, 45, 47, 160, 11, 308]","[404, 391, 404, 395, 333, 317]",[323],173,http://www.sec.gov/Archives/edgar/data/1326160/000104746911002273/a2202577zdef14a.htm,7.52,Report on Financial Risks of Coal Reliance,2011
env,Dynegy,[],"[395, 288]",[],174,,-,Adopt quantitative goals for ghg and other air emissions,2011
env,E. I. Du Pont De Nemours,"[279, 281, 269, 284, 274, 222, 224, 316, 331, 294, 312, 344, 13, 303]","[404, 391, 404, 395, 232, 333, 17, 397, 317, 293, 314, 36, 45, 46, 47, 11, 308, 97, 327]",[323],175,,-,Report on Genetically Engineered Seed,2011
env,Emerson Electric,"[344, 274, 404, 391, 404, 395, 333, 17, 397, 317, 293]","[269, 97, 327, 36, 45, 46, 44, 11, 308]",[323],176,http://www.sec.gov/Archives/edgar/data/32604/000095012310112771/c61168dfdef14a.htm,30.29,Approval of the stockholder proposal requesting the issuance of a sustainability report as described in the proxy statement.,2011
env,Energen,"[402, 392]","[404, 404, 395, 390, 327, 45, 50]",[],177,,-,6 Report on Environmental Impacts of Natural Gas Fracturing,2011
env,Exxon Mobil,"[279, 268, 273, 281, 269, 283, 276, 284, 274, 267, 222, 316, 99, 331, 16, 351, 350, 312, 275, 344, 343, 13, 13, 15, 14, 306, 303, 305, 303]","[404, 18, 391, 296, 395, 333, 17, 317, 314, 97, 327, 325, 36, 45, 47, 38, 44, 57, 185, 11, 308]",[323],178,http://www.sec.gov/Archives/edgar/data/34088/000119312511095944/ddef14a.htm,26.5,Adopt Quantitative GHG (Greenhouse Gas) (Greenhouse Gas) (Greenhouse Gas) Goals for Products and Operations,2011
env,Exxon Mobil,"[279, 268, 273, 281, 269, 283, 276, 284, 274, 267, 222, 316, 99, 331, 16, 351, 350, 312, 275, 344, 343, 97, 327, 325, 36, 45, 47, 38, 44, 57, 185, 13, 13, 11, 15, 14, 306, 303, 305, 308, 303]","[404, 18, 391, 296, 395, 333, 17, 317, 314]",[323],179,http://www.sec.gov/Archives/edgar/data/34088/000119312511095944/ddef14a.htm,6.1,Report on Energy Technologies Development,2011
env,Exxon Mobil,"[279, 268, 273, 281, 269, 283, 276, 284, 274, 267, 222, 316, 99, 331, 16, 351, 350, 312, 275, 344, 343, 97, 327, 325, 36, 45, 47, 38, 44, 57, 185, 13, 13, 11, 15, 14, 306, 303, 305, 308, 303]","[404, 18, 391, 296, 395, 333, 17, 317, 314]",[323],180,http://www.sec.gov/Archives/edgar/data/34088/000119312511095944/ddef14a.htm,27.1,Report on Environmental Impact of Oil Sands Operations in Canada,2011
env,Exxon Mobil,"[279, 268, 273, 281, 269, 283, 276, 284, 274, 267, 222, 316, 99, 331, 16, 351, 350, 312, 275, 344, 343, 13, 13, 15, 14, 306, 303, 305, 303]","[404, 18, 391, 296, 395, 333, 17, 317, 314, 97, 327, 325, 36, 45, 47, 38, 44, 57, 185, 11, 308]",[323],181,http://www.sec.gov/Archives/edgar/data/34088/000119312511095944/ddef14a.htm,28.2,Report on Environmental Impacts of Natural Gas Fracturing,2011
env,Firstenergy,"[279, 268, 269, 277, 274, 316, 275, 344, 392, 97, 36, 45, 47, 160, 11, 308]","[404, 391, 404, 395, 333]",[323],182,http://www.sec.gov/Archives/edgar/data/1031296/000095012311031786/l41673adef14a.htm,36.11,6 Report on Coal Combustion Waste Hazard and Risk Mitigation Efforts,2011
env,Firstenergy,"[279, 268, 269, 277, 274, 316, 275, 344, 392, 97, 36, 45, 47, 160, 11, 308]","[404, 391, 404, 395, 333]",[323],183,http://www.sec.gov/Archives/edgar/data/1031296/000095012311031786/l41673adef14a.htm,31.43,Report on Financial Risks of Coal Reliance,2011
env,Freeport-McMoran Copper & Gold,"[282, 269, 284, 270, 274, 222, 352, 345, 331, 394, 350, 343, 344, 404, 391, 404, 395, 232, 333, 309, 397, 293, 314, 97, 327, 325, 36, 45, 46, 67, 185, 13, 11, 15, 14, 306, 305, 308, 303]",[],[323],184,,-,Request Director Nominee with Environmental Qualifications,2011
env,General Electric,"[279, 268, 273, 281, 269, 283, 276, 277, 284, 274, 267, 222, 224, 316, 99, 331, 16, 351, 294, 350, 275, 344]","[404, 18, 391, 404, 333, 17, 317, 293, 314, 95, 97, 327, 325, 36, 45, 47, 38, 11, 308]",[323],185,http://www.sec.gov/Archives/edgar/data/40545/000119312511065578/ddef14a.htm,9.34,Report on Animal Testing and Plans for Reduction,2011
env,General Electric,"[279, 268, 273, 281, 269, 283, 276, 277, 284, 274, 267, 222, 224, 316, 99, 331, 16, 351, 294, 350, 275, 344, 97, 327, 323, 325, 36, 45, 47, 38, 11, 308]","[404, 18, 391, 404, 333, 17, 317, 293, 314, 95]",[],186,http://www.sec.gov/Archives/edgar/data/40545/000119312511065578/ddef14a.htm,4.65,Report on Climate Change Business Risk,2011
env,Genon Energy,"[276, 277, 99, 344]","[404, 404, 395, 288, 36]",[],187,,-,7 Adopt GHG (Greenhouse Gas) (Greenhouse Gas) (Greenhouse Gas) and Other Air Emissions Reduction Goals,2011
env,Google,"[268, 282, 273, 269, 283, 276, 284, 270, 274, 267, 222, 99, 331, 341, 394, 16, 351, 275, 344, 13, 13, 11, 14, 303, 305, 308, 303, 97, 327, 325, 36, 45, 46, 38, 43]","[404, 391, 404, 395, 333, 422, 309, 397, 293, 314]",[323],188,,-,Amend Bylaws to Establish a Board Committee on Environmental Sustainability,2011
env,International Coal Group,"[336, 338, 347, 21, 343, 344]","[272, 395, 232, 288, 326, 326, 67]",[],189,,-,5 Report on Efforts to Reduce Pollution From Products and Operations,2011
env,Johnson & Johnson,"[349, 295, 222, 316, 331, 350, 344, 279, 268, 273, 281, 269, 277, 284, 274, 267, 224, 99, 226, 275, 13, 15, 14, 306, 305, 13, 303, 303]","[404, 18, 391, 404, 395, 333, 17, 309, 397, 317, 293, 314, 95, 97, 327, 325, 36, 45, 46, 47, 38, 44, 58, 11, 308]",[323],190,http://www.sec.gov/Archives/edgar/data/200406/000095012311025772/y89086def14a.htm,4.79,17 Adopt Animal-Free Training Methods,2011
env,Kansai Electric Power,"[160, 161, 162, 174]",[],[],191,,-,"Amend Articles to Create Committee to Investigate Northern Japan Nuclear Disaster, Shut Down All Nuclear Plants Until It Can Guarantee Nuclear Safety",2011
env,Kansai Electric Power,"[160, 161, 162, 174, 160, 161, 162, 174]",[],[],192,,-,Amend Articles to Reduce Maximum Statutory Auditor Board Size from 7 to 6 and Stipulate that 3 Shall Be Selected Based on Recommendations from Environmentalist Organizations,2011
env,Kansai Electric Power,"[160, 161, 162, 174]",[],[],193,,-,"Amend Articles to Require Pledge to Replace Nuclear Power with Natural Renewable Energy, in Pursuit of Energy Source Sustainability",2011
env,Layne Christensen,[],[395],[326],194,,-,Prepare sustainability report,2011
env,Lennar,[],[63],[],195,,-,Adopt Quantitative GHG (Greenhouse Gas) (Greenhouse Gas) (Greenhouse Gas) Goals for Products and Operations,2011
env,Lennar,"[402, 274]","[404, 404, 272, 404, 404, 395, 395, 397, 390, 390, 97, 36, 45, 46, 47, 11, 308]",[],196,,-,Adopt Quantitative GHG (Greenhouse Gas) (Greenhouse Gas) (Greenhouse Gas) Goals for Products and Operations,2011
